Keyboard Config|键盘设置
Extra Attack\n\nAn attack with low\naccuracy, but has\nspecial properties.|特殊攻击\n\n命中率比较低\n根据武器的特殊属性产生效果
Monomate\n\nHealth recovery fluid.\nRestores HP.\nRestoration is based\nupon difficulty\nlevel.|小ＨＰ回复液\n\n体力回复道具\n使用以后ＨＰ少量回复
Dimate\n\nHealth recovery fluid.\nRestores HP.\nRestoration is based\nupon difficulty\nlevel.|中ＨＰ回复液\n\n体力回复道具\n使用以后ＨＰ回复
Trimate\n\nA health recovery\nitem.\nCompletely restores\nHP.|大ＨＰ回复液\n\n体力回复道具\n使用以后ＨＰ完全回复
Monofluid\n\nHealth recovery fluid.\nRestores TP.\nRestoration is based\nupon difficulty\nlevel.|小ＴＰ回复液\n\n精神力回复道具\n使用以后ＴＰ少量回复
Difluid\n\nHealth recovery fluid.\nRestores TP.\nRestoration is based\nupon difficulty\nlevel.|中ＴＰ回复液\n\n精神力回复道具\n使用以后ＴＰ回复
Trifluid\n\nA TP recovery item.\nCompletely restores\nTP.|大ＴＰ回复液\n\n精神力回复道具\n使用以后ＴＰ完全回复
Antidote\n\nNeutralizes poison in\nthe body.|解毒剂\n\n解除玩家的中毒状态
Antiparalysis\n\nCures paralysis.|解痉剂\n\n解除玩家的麻痹状态
Sol Atomizer\n\nCures a player of all\nadverse effects.|魂之粉\n\n解除玩家身上的所有\n异常状态
Moon Atomizer\n\nRevives a fallen\nteammate.|月之粉\n\n复活在附近受伤倒下的队友
Star Atomizer\n\nCompletely heals you\nand nearby teammates.|星之粉\n\n终极的体力回复液\n使用以后玩家及周围\n队友ＨＰ全回复
Telepipe\n\nOpens a temporary\nteleport gate to the\ncity.|传送门\n\n开启回到先驱者２号的时空\n传送门，使用者自先驱者２\n号返回后，传送门消失
Trap Vision\n\nReveals traps that\nare hidden in rooms.|陷阱探测器\n\n探测场景中暗藏的陷阱
Fire trap\n\nExplodes and causes\ndamage to an\nopponent.|伤害陷阱\n\n炎属性陷阱\n通过爆炸对敌人造成伤害
Freeze trap\n\nFreezes an opponent.|冰冻陷阱\n\n冰属性陷阱\n将敌人冻住使其停止行动一段时间
Slo-mo trap\n\nPuts an opponent in\nslow motion.|减速陷阱\n\n异常状态陷阱\n使对手一段时间内行动状态缓慢
Confusion trap\n\nConfuses an opponent.|混乱陷阱\n\n异常状态陷阱\n使敌人在一段时间内处于混乱状态
Farlla\n\nSpinning attack that\nhits all nearby\nenemies.|旋转攻击法罗\n\n沿地面旋转攻击周围复数敌人
Estlla\n\nLinear attack that\nstrikes enemies in\nfront.|直线攻击一线陀罗\n\n攻击前方直线上的复数敌人
Golla\n\nConcentrated attack\nthat focuses on\nenemy.|集中攻击聚罗\n\n攻击前方的单体敌人
Pilla\n\nAerial attack that\nhits nearby flying\nenemies.|上空攻击帕罗\n\n从空中攻击复数敌人
Leilla\n\nRestores health of a\nplayer.|体力回复蕾罗\n\n回复体力值
Mylla & Youlla\n\nRaises attack and\ndefense status of a\nplayer.|状态上升　蜜罗和优罗\n\n提升攻击力和防御力
Lv.|ＬＶ
\nRequired TP: |\n消费ＴＰ
HUmar|人类男战士
HUnewearl|新人类女战士
HUcast|机械男战士
RAmar|人类男枪手
RAcast|机械男枪手
RAcaseal|机械女枪手
FOmarl|人类女魔法师
FOnewm|新人类男魔法师
FOnewearl|新人类女魔法师
HUcaseal|机械女战士
FOmar|人类男魔法师
RAmarl|人类女枪手
?????????|?????????
Farlla|法罗
Estlla|一线陀罗
Golla|聚罗
Pilla|帕罗
Leilla|蕾罗
Mylla&Youlla|蜜罗和优罗
FOREST 1|森林区域１
FOREST 2|森林区域２
CAVE 1|洞窟区域１
CAVE 2|洞窟区域２
CAVE 3|洞窟区域３
MINE 1|坑道区域１
MINE 2|坑道区域２
RUINS 1|遗迹区域１
RUINS 2|遗迹区域２
RUINS 3|遗迹区域３
Under the Dome|中央区地下
Underground Channel|地下水道
Monitor Room|指挥控制中心
SPACESHIP|宇宙船
PALACE|神殿
Lab|实验室
VR Temple Alpha|ＶＲ神殿α
VR Temple Beta|ＶＲ神殿β
VR Spaceship Alpha|ＶＲ宇宙船α
VR Spaceship Beta|ＶＲ宇宙船β
Central Control Area|中央管理区
Jungle Area North|密林地区北
Jungle Area East|密林地区东
Mountain Area|高山地区
Seaside Area|海岸地区
Seabed Upper levels|海底设施上层部
Seabed Lower levels|海底设施下层部
Cliffs of Gal Da Val|加尔・达・瓦尔断崖
Test Subject Disposal Area|实验体处理场
VR Temple Final|ＶＲ神殿Ｆｉｎａｌ
VR Spaceship Final|ＶＲ宇宙船Ｆｉｎａｌ
Control Tower|制御塔
Crater (Eastern Route)|陨石坑周边（东部路线）
Crater (Western Route)|陨石坑周边（西部路线）
Crater (Southern Route)|陨石坑周边（南部路线）
Crater (Northern Route)|陨石坑周边（北部路线）
Crater Interior|陨石坑内部
Subterranean Desert 1|地下砂漠１
Subterranean Desert 2|地下砂漠２
Subterranean Desert 3|地下砂漠３
Meteor Impact Site|陨石撞击地点
Test Map|测试地图
The Principal|总督的府邸
Pioneer 2|先驱者２号
LOBBY|大厅
WARP|传送点
Epilogue|结局
Customizes \nthe Action Menu.|自定义操作
Customizing\nAction Palette is not\nallowed in the\nlobby.|此处不能自定义操作
Equip weapons or \nuse items here.|装备武器使用道具
Use techniques \nhere.|使用魔法
Technique cannot \nbe used here.|此处不能使用魔法
Assign Shortcut \nKeys or edit Symbol\nChat icons here.|编辑快捷键和快捷短语系统
Change various \nconfigurations \nhere.|自定义按键设置等内容
Quit the game.\nThe game will \nbe saved \nautomatically.|结束游戏
Disconnect from\nthe network and\nquit the game. The\ngame will be saved\nautomatically.|您是要现在退出游戏吗？
Equip weapons \nand armor here.|装备武器和防具
Equipping\nweapons or\nprotection is not\nallowed in the\nlobby.|此处不能装备武器防具
Use and sort \nitems here.|使用和整理道具
Displays a map \nof the player's \ncurrent location.|显示当前地图
Area Map cannot \nbe used here.|无法显示当前地图
Trade Guild Cards \non the net here.|交换玩家名片
Displays \ninformation about\nthe Quests.|显示任务信息
Assign and \nregister Shortcut\nKeys here.|自定义快捷键
Edit and register \nSymbol Chat icons \nhere.|自定义快捷短语系统
Display \nsimple mails and \nwrite responses \nhere.|阅读和回复短信
Simple Mail cannot\nbe used offline.|无法在离线状态使用短信功能
Displays \nthe Log Window.|显示聊天记录
Self introduction\nboard. You can see\nmessages by other\npeople.|自我介绍查看他人介绍
Info about Mag.\nYou can give items\nto your Mag. |喂养玛古和显示玛古相关信息
Cannot be used\nin the lobby.|无法在大厅中使用
Display player\nstatus, battle, and\nchallenge grade.|显示玩家状态和对战、挑战模式的成绩
Used when\ntrading items with\nother players.\nIt can only be used\ninside of Pioneer 2.|与其它玩家交换道具只能在先驱者2号内使用
Cannot exchange\nitems here.\nExchange of items\nis only allowed\ninside of Pioneer 2.|现在无法交换道具只能在先驱者2号内使用
Cannot exchange\nitems in offline.|离线状态无法交换道具
\n|\n
Change settings\nfor the Voice\nfunctions.|改变语音功能的设置\n
Cannot change\nVoice Settings\nOffline.|离线状态无法改变语音功能的设置\n
Send Feedback\nto Xbox Live.|使用XBOXLIVE玩家回馈机能
Feedback\ncannot be used\nOffline.|下线状态使用XBOXLIVE玩家回馈机能
Invite members and\nedit team setup.|进行召集公会队友和公会设置
You cannot perform\nthis command unless\nyou are in a team.|在加入公会前无法使用此功能
Displays list of team\nmembers.|显示此公会所有成员
Turns team log ON/OFF.|切换公会聊天开/关
Invites a free member\nto your team.|邀请别人加入自己的公会
Only team leaders can\nuse this command.|管理员以下等级的人员无法使用此功能
Displays team\ninformation.|可阅读公会相关资料
Converts special\nweapons to team\nranking points.|特殊武器转换为公会点数
You cannot use this\ncommand in the Lobby,\nin Challenge Mode, or\nBattle Mode.|在大厅、挑战模式以及对战模式里无法使用此功能。
Select|选择
Action|行动
To?|哪位玩家？
Result List|查找结果一览
Action List|动作一览
Action Menu|当前动作
Item List|道具一览
Equipment List|装备一览
Purpose|目的
Sort|整理
Amount|数量
Options|选项
Quest Board|任务版
Register|登录及变更
List|一览
Message List|消息一览
Type|种类
Techniques|魔法
Registered Symbols|选择表情
Operation Menu|操作菜单
Parts List|部件一览
Parts Set|部件配置
Contents|登录内容
Receive Guild Card from %s?|是否接受%s的名片
A player sent you a \nGuild Card, but your \ninventory was full.|有玩家与你交换名片，但是你的名片栏已满
Guild Card \nwas sent.|名片已经发送。
Are you sure ?|删除这张名片可以吗
Quitting the game...\nAre you sure you wish to quit?|退出游戏游戏过程将被记录到硬盘上，可以吗？
Disconnecting from the network,\nand quitting the game...\n\nYour progress will be saved by\nthe server.\n\nAre you sure you wish to quit?|切断网络连接退出游戏游戏过程将被记录到服务器上，可以吗？
Quit the game.\nAre you sure?|结束游戏并存盘，可以吗？
Are you sure?|你是否确定？
Battle going on in the next area.\nYou cannot use this transporter.\nYou can use it \nonce the battle is finished.|下个区域正在进行战斗，现在无法使用传送装置，请等待战斗结束\n在下一个区域的战斗结束后，就可以使用这个传送装置了
This transporter can transport\nmore than one player at one time.\nConfirm the players who will\nenter the transporter with you \nin the left window.\nAre you ready?|这个传送装置可以对四名玩家同时进行传送　\n当前传送装置正要传送多名玩家\n请确认左边窗口的玩家名单\n现在可以开始了吗？
The transporter was activated.\nTransport to the next area.|传送装置已经启动\n现在将传送至下一区域
Do you wish to \nreturn to \nPioneer 2?|是否返回先驱者２号？
Is this SE okay?|这个音效可以吗？
\nseems to have\nchanged the name.|改变名字
To edit or trade\nyour Guild Card.|名片的编辑和交换
To see traded\nGuild Cards, or\nto search for a\nuser online.|查找交换过名片的玩家
To contact or \nmeet users found\nonline.|查看查找结果
Enter information\nto search for\na user.|请给出玩家信息
Change the\nsetting to "ON"\nto enter personal\ninformation.|设定为ＯＮ的话，可以登录个人信息
Party Name|队名
Password|密码
Play Mode|模式
Difficulty|难度
Registration|登录
MY Card|我的名片
Card List|名片一览
Search Result|查找结果
Send|交换
Write Comment|编辑名片
Send Mail|发信
Meet the User|与玩家会面
Search|查找
Delete|删除
YES|是
NO|否
Automatically|自动
Manually|手动
Drop|放置
Use|使用
Remove|卸除
Equip|装备
Photon Blast|光子爆发
Give Items|玛古喂养
Map Direction|地图显示
Button Config|按键设置
Cursor Position|光标位置
Message Speed|消息速度
Vibration |震动功能
Choice Setting|选择设置
Auto Disconnect|自动断线
Brightness|画面亮度
Fixed|固定
Non-fixed|不固定
L trigger:Camera\nR trigger:Action Menu|L：视角修正\nR：操作控制面板
L trigger:Action Menu\nR trigger:Camera|L：操作控制面板\nR：视角修正
Saved|位置保存
Non-Saved|位置不保存
Slow|慢速
Normal|普通
Fast|快速
Very Fast|立刻显示
15 minutes|15分钟
30 minutes|30分钟
45 minutes|45分钟
60 minutes|60分钟
+2 level|非常亮
+1 level|比较亮
-1 level|比较暗
-2 level|非常暗
Reply|回复
Total EXP|总经验值
To Next Lv|升级需要经验
Money|金钱
ATP|攻击力
DFP|防御力
MST|精神力
ATA|命中率
EVP|回避力
LCK|运气
EFR|炎抗性
EIC|冰抗性
ETH|雷抗性
EDK|暗抗性
ELT|光抗性
Battle|对战成绩
Challenge  Rank|挑战模式等级
Challenge  Time Record 1|挑战模式时间纪录1
Challenge  Time Record 2|挑战模式时间纪录2
Challenge  Time Record|时间纪录
Time|时间
EP2 Time|第二章时间
Rank|等级
EP2 Rank|第二章等级
Title|称号
Native|原生
A.Beast|变异
Simple Attack|初级攻击
Normal Attack|中级攻击
Hard Attack|高级攻击
Heal|回复
Support|辅助
Slot|插槽
Level|等级
Synchro|同步率
IQ|智商
Attribute:|属性
ON|开启
Face Type|面部类型
New Parts|新增组件
Parts Edit|组件编辑
Change SE|音效变更
Capture|捕捉设置
Register Symbols|注册表情
Face Parts|面部部分
Object Parts|物体组件
Move Parts|移动组件
Delete Parts|删除组件
Delete All|全部删除
Change|编辑
Copy|复制
\tECapture|捕捉
Usual|通常
Pleasure|喜悦
Angry|发怒
Sadness|悲伤
Uneasiness|不安
Surprise|惊讶
Doubt|疑问
Help|帮助
Whistle|吹口哨
True|开启
False|关闭
Keyboad|键盘
Wordselect|选择词语
Symbolchat|表情系统
Key|键
Category|分类
\tEHello|\tE你好
\tEGood-bye|\tE再见
\tEHurrah!|\tE万岁
\tECrying|\tE呜呜呜～
\tEI'm angry!|\tE怒
\tEHelp me!|\tE救我！
Not in use|未使用
Untitled|没有设定名称
Received Mail|收到的短信
Send to GM|呼叫GM
No Item|没有道具
No Trap|没有陷阱
No Mail|没有短信
No Player|没有玩家
No Reference|无参考
No Card|没有名片
Cannot trade items now.|无法交换道具
\nWould you like to propose a\ntrade with the person above\nfor an item(s)?|您是否愿意交换道具？
\nTrade proposal has been sent to\nthis person.\n(Press B Button to cancel.)|交易请求已经送出\n请稍候\n（按Esc键取消）
\nhas turned down \nthe trade proposal. |对方拒绝交易请求
is\nproposing to trade\nitem(s). \nWould you like to trade?|希望与你交易道具，同意吗？？
Add item for trade|加入交易道具
Cancel candidate|取消候补
Verify items|确认道具内容
